Page 1 of 26,,,,,,,
"Local Level Authorities (Metropolitan, Sub-Metropolitan, Municipality, Rural Municipality)",,,,,,,
66,7,Dewangunj,"35,073",7,53.56,655,
67,8,Koshi,"43,626",8,75.98,574,
68,9,Gadhi,"34,852",6,67.7,515,
69,10,Barju,"31,178",6,69.43,449,
70,11,Bhokraha,"40,509",8,63.37,639,
71,12,Harinagara,"40,846",7,52.29,781,
,,Total of District,"753,328",124,"1,136.80",,
Dist. Code Name of District,,,Province:,1,,,
,07,Dhankuta,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
72,1,Pakhribas Municipality,"22,078",10,144.29,153,
73,2,Dhankuta Municipality,"36,619",10,111.00,330,
74,3,Mahalaxmi Municipality,"24,800",9,129.39,192,
,,Gaun Palika (Rural Municipal):,,,,,
75,4,SanguriGadhi,"21,536",10,166.44,129,
76,5,Khalsa Chhintang Sahidbhumi,"18,760",7,99.55,188,
77,6,Chhathat Jorpati,"18,322",6,102.83,178,
78,7,Chaubise,"19,283",8,147.60,131,
,,Total of District,"161,398",60,901.10,,
Dist. Code Name of District,,,Province:,1,,,
,08,Terhathum,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
79,1,Myanglung Municipality,"19,659",10,100.21,196,
80,2,Laligurans Municipality,"16,970",9,90.27,188,
,,Gaun Palika (Rural Municipal):,,,,,
81,3,Aatharai,"21,747",7,167.07,130,
82,4,Chhathar,"16,715",6,133.93,125,
83,5,Phedap,"17,700",5,110.83,160,
84,6,Menchayayem,"8,078",6,70.09,115,
,,Total of District,"100,869",43,672.40,,
Dist. Code Name of District,,,Province:,1,,,
,09,Sankhusabha,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
85,1,Chainpur Municipality,"27,306",11,223.69,122,
86,2,DharmaDevi Municipality,"18,235",9,132.82,137,
87,3,Khadbari Municipality,"31,177",11,122.78,254,
88,4,Madi Municipality,"14,470",9,110.10,131,
89,5,PanchKhapan Municipality,"17,521",9,148.03,118,
,,Gaun Palika (Rural Municipal):,,,,,
90,6,Bhot Khola,"6,576",5,639.01,10,
91,7,Chichila,"7,065",5,88.63,80,
92,8,Makalu,"13,204",6,519.45,25,
93,9,Sabhapokhari,"10,492",6,222.08,47,
94,10,Silingchong,"12,174",5,293.26,42,
,,Total of District,"158,220",76,"2,499.85",,

,,,,,,,Page 4 of 26
Dist. Code Name of District,,,Province:,1,,,
,10,Bhojpur,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
95,1,Bhojpur Municipality,"27,204",12,159.51,171,
96,2,Shadananda Municipality,"31,610",14,241.15,131,
,,Gaun Palika (Rural Municipal):,,,,,
97,3,Tyamke Maiyum,"17,911",9,173.41,103,
98,4,Ram Prasad Rai,"18,848",8,158.83,119,
99,5,Arun,"17,687",7,154.76,114,
100,6,PauwaDungama,"15,394",6,118.86,130,
101,7,Salpasilichho,"13,111",6,193.33,68,
102,8,Aamchok,"18,720",10,184.89,101,
103,9,HatuwaGadhi,"20,404",9,142.61,143,
,,Total of District,"180,889",81,"1,527.35",,
"Dist. Code Name of District
11 Solukhumbu",,,Province:,1,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
104,1,SoluDudhakund Municipality,"20,399",10,538.09,38,
,,Gaun Palika (Rural Municipal):,,,,,
105,2,Dudhakoshi,"13,414",7,167.67,80,
106,3,Khumbu PasangLhamu,"8,989",5,"1,539.11",6,
107,4,Dudhakaushika,"19,672",9,144.60,136,
108,5,Necha Salyan,"16,129",6,94.49,171,
109,6,Maha Kulung,"11,452",5,648.05,18,
110,7,Likhu Pike,"5,534",5,124.38,44,
111,8,Sotang,"9,530",5,103.00,93,
,,Total of District,"105,119",52,"3,359.39",,
Dist. Code Name of District,,,Province:,1,,,
,12,Okhaldunga,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
112,1,SiddiCharan Municipality,"28,374",12,167.88,169,
,,Gaun Palika (Rural Municipal):,,,,,
113,2,Khiji Demba,"15,106",9,179.77,84,
114,3,Champadevi,"18,613",10,126.91,147,
115,4,ChishankhuGadhi,"15,196",8,126.91,120,
116,5,ManeBhanjyang,"21,082",9,146.61,144,
117,6,Molung,"15,862",8,112.00,142,
118,7,Likhu,"14,049",9,88.03,160,
119,8,Sunkoshi,"18,550",10,143.75,129,
,,Total of District,"146,832",75,"1,091.86",,
Dist. Code Name of District,,,Province:,1,,,
,13,Khotang,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
120,1,Halesi Tuwachung Municipality,"29,532",11,280.17,105,
121,2,Rupakot Majhuwagadhi Municipality,"46,903",15,246.51,190,
,,Gaun Palika (Rural Municipal):,,,,,
122,3,Aiselukharka,"16,097",7,125.93,128,
123,4,Lamidanda,"13,369",6,97.44,137,
124,5,Jantedhunga,"15,444",6,128.68,120,

,,,,,,,Page 5 of 26
125,6,Khotehang,"22,474",9,164.09,137,
126,7,Kepilasgadhi,"15,288",7,191.55,80,
127,8,Diprung,"20,175",7,136.59,148,
128,9,Sakela,"11,594",5,79.99,145,
129,10,Barahpokhari,"14,349",6,141.57,101,
,,Total of District,"205,225",79,"1,592.52",,
Dist. Code Name of District,,,Province:,1,,,
,14,Udayapur,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
130,1,Katari Municipality,"56,146",14,424.89,132,
131,2,ChaudandiGadhi Municipality,"48,574",10,283.78,171,
132,3,Triyuga Municipality,"87,557",16,547.43,160,
133,4,Belaka Municipality,"42,386",9,344.73,123,
,,Gaun Palika (Rural Municipal):,,,,,
134,5,Udayapur Gadhi,"30,731",8,209.51,147,
135,6,Tapli,"14,562",5,119.11,122,
136,7,Rautamai,"23,481",8,204.08,115,
137,8,Sunkoshi,"11,992",5,106.80,112,
,,Total of District,"315,429",75,"2,240.33",,
,137,Total of Province 1,"4,501,464","1,157","25,075.21",,
Dist. Code Name of District,,,Province:,2,,,
,15,Saptari,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
138,1,Rajbiraj Municipality,"67,262",15,52.00,1294,
139,2,Kanchanrup Municipality,"35,898",12,143.33,250,
140,3,Dakneshwori Municipality,"49,788",11,77.83,640,
141,4,BodeBarsain Municipality,"65,048",16,91.97,707,
142,5,Khadak Municipality,"45,367",11,96.77,469,
143,6,Shambhunath Municipality,"33,012",11,99.99,330,
144,7,Surunga Municipality,"44,221",11,107.04,413,
145,8,"HanumanNagar Kankalini ""","45,734",14,118.19,387,
,,Gaun Palika (Rural Municipal):,,,,,
146,9,Krishna Sawaran,"28,481",5,77.08,369,
147,10,Chhinnamasta,"33,867",8,47.92,707,
148,11,Mahadeva,"28,542",6,34.97,816,
149,12,Saptkoshi,"21,131",11,60.25,351,
150,13,Tirhut,"22,010",5,37.81,582,
151,14,Tilathi Koiladi,"32,389",8,32.91,984,
152,15,Rupani,"26,387",6,56.08,471,
153,16,Belhi Chapani,"23,982",5,38.70,620,
154,17,Bishnupura,"22,454",7,40.25,558,
,,Total of District,"625,573",162,"1,213.09",,

Page 6 of 26,,,,,,,
Dist. Code Name of District,,,Province:,2,,,
,16,Siraha,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
155,1,Lahan Municipality,"91,766",24,167.17,549,
156,2,DhanagadhiMai Municipality,"47,449",14,159.51,297,
157,3,Siraha Municipality,"82,531",22,94.20,876,
158,4,GolBazaar Municipality,"52,137",13,111.94,466,
159,5,Mirchaiya Municipality,"50,079",12,91.97,545,
160,6,Kalyanpur Municipality,"49,288",12,76.81,642,
,,Gaun Palika (Rural Municipal):,,,,,
161,7,Bhagawanpur,"20,957",5,33.03,634,
162,8,Aaurahi,"23,046",5,35.87,642,
163,9,Bishnupur,"18,522",5,26.34,703,
164,10,Sukhipur,"37,592",8,54.78,686,
165,11,Karjanha,"30,965",7,76.84,403,
166,12,Bariyarpatti,"25,256",5,37.72,670,
167,13,Laxmipur Patari,"26,913",6,42.33,636,
168,14,Naraha,"19,369",5,29.28,662,
169,15,Sakhuwanankarkatti,"18,559",5,32.84,565,
170,16,Arnama,"22,912",5,37.76,607,
171,17,Nawarajpur,"19,019",5,32.18,591,
,,Total of District,"636,360",158,"1,140.57",,
"Dist. Code Name of District
17 Dhanusha",,,Province:,2,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
172,1,Janakpur Sub-Metropolitan,"153,614",24,85.99,1786,
173,2,Chhireshwarnath Municipality,"47,453",11,60.39,786,
174,3,Ganeshman Charnath Municipality,"37,300",11,244.31,153,
175,4,Dhanusadham Municipality,"45,665",9,91.64,498,
176,5,Nagaraen Municipality,"47,628",10,49.19,968,
177,6,Bideh Municipality,"38,877",10,52.67,738,
178,7,Mithila Municipality,"41,030",10,181.90,226,
179,8,Shahid Nagar Municipality,"43,007",9,57.37,750,
180,9,Sabaila Municipality,"45,879",13,64.47,712,
,,Gaun Palika (Rural Municipal):,,,,,
181,10,Kamala Siddidatri,"38,877",6,65.85,590,
182,11,Janak Nandini,"25,085",6,27.62,908,
183,12,Bateshwor,"19,679",5,28.14,699,
184,13,Mithila Bihari,"33,521",10,37.60,892,
185,14,Mukhiyapatti Musaharmiya,"25,482",6,26.84,949,
186,15,Laxminiya,"28,251",7,30.66,921,
187,16,Hanspur,"39,145",8,48.71,804,
188,17,Aaurahi,"32,294",8,36.32,889,
,,Total of District,"742,787",163,"1,189.67",,

Page 7 of 26,,,,,,,
Dist. Code Name of District,,,Province:,2,,,
,18,Mahottari,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
189,1,Jaleshwor Municipality,"58,549",12,44.26,1323,
190,2,Bardibas Municipality,"63,912",13,315.57,203,
191,3,Gaushala Municipality,"66,673",12,144.73,461,
,,Gaun Palika (Rural Municipal):,,,,,
192,4,Ekadara,"38,962",8,30.97,1258,
193,5,Sonama,"38,747",8,57.77,671,
194,6,Samsi,"33,791",7,21.57,1567,
195,7,Loharpatti,"39,579",8,50.06,791,
196,8,RamGopalpur,"29,612",6,39.54,749,
197,9,Mahottari,"27,430",6,28.08,977,
198,10,Manara,"40,045",8,42.75,937,
199,11,Matihani,"31,026",6,29.02,1069,
200,12,Bhangaha,"46,754",9,77.21,606,
201,13,Balawa,"42,341",7,44.07,961,
202,14,Pipara,"35,524",7,39.98,889,
203,15,Aaurahi,"31,751",7,35.76,888,
,,Total of District,"624,696",124,"1,001.3",,
"Dist. Code Name of District
19 Sarlahi",,,Province:,2,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
204,1,Ishworpur Municipality,"59,986",15,163.83,366,
205,2,Malangawa Municipality,"46,516",12,30.44,1528,
206,3,Lalbandi Municipality,"59,395",17,238.50,249,
207,4,Haripur Municipality,"44,342",10,73.45,604,
208,5,Haripurwa Municipality,"51,355",11,46.95,1094,
209,6,Hariwan Municipality,"43,924",11,86.12,510,
210,7,Barahathawa Municipality,"69,822",18,107.05,652,
211,8,Balara Municipality,"49,452",12,52.10,949,
212,9,Godaita Municipality,"43,429",11,45.07,964,
213,10,Bagamati Municipality,"40,399",10,101.18,399,
,,Gaun Palika (Rural Municipal):,,,,,
214,11,Kabilasi,"32,195",8,41.01,785,
215,12,Chakraghatta,"46,805",13,43.36,1079,
216,13,Chandra Nagar,"33,328",7,47.50,702,
217,14,DhanaKoul,"32,881",9,46.06,714,
218,15,Bramhapuri,"36,169",9,40.56,892,
219,16,Ram Nagar,"40,128",10,51.59,778,
220,17,Bishnu,"39,204",12,39.87,983,
,,Total of District,"769,330",195,"1,254.64",,

Page 8 of 26,,,,,,,
Dist. Code Name of District,,,Province:,2,,,
,32,Rautahat,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
221,1,Chandrapur Municipality,"72,059",10,249.96,288,
222,2,Garuda Municipality,"50,481",9,44.46,1135,
223,3,Gaur Municipality,"68,476",13,51.30,1335,
,,Gaun Palika (Rural Municipal):,,,,,
224,4,BoudhiMai,"35,332",7,35.34,1000,
225,5,Brindaban,"42,735",8,95.40,448,
226,6,Devahi Gonahi,"32,143",7,33.99,946,
227,7,Durga Bhagawati,"39,288",8,30.41,1292,
228,8,GadhiMai,"40,410",7,49.44,817,
229,9,Gujara,"46,592",9,150.33,310,
230,10,Katahariya,"38,413",9,40.69,944,
231,11,Madhav Narayan,"39,400",9,53.06,743,
232,12,Moulapur,"33,825",7,44.16,766,
233,13,Phatuwa Bijayapur,"28,907",5,55.83,518,
234,14,IshNath,"41,435",9,35.17,1178,
235,15,Paroha,"37,453",8,37.45,1000,
236,16,Rajpur,"41,078",7,31.41,1308,
,,Total of District,"688,027",132,"1,038.40",,
Dist. Code Name of District,,,Province:,2,,,
,33,Bara,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
237,1,Kalaiya Sub-Metrpolish,"123,659",27,108.94,1135,
238,2,Jitpur Simara Sub-Metrpolish,"114,185",23,309.67,369,
239,3,Kolhabi Municipality,"43,036",11,157.40,273,
240,4,Nijgadh Municipality,"35,335",13,289.43,122,
241,5,Maha Gahdimai Municipality,"54,475",11,55.32,985,
242,6,Simraun Gadh Municipality,"49,939",11,42.65,1171,
243,,Gaun Palika (Rural Municipal):,,,,,
,7,Adarsha Kotwal,"27,552",8,36.25,760,
244,8,Karaiya Mai,"26,400",8,47.69,554,
245,3,Devtaal,"23,223",7,23.31,996,
246,4,PachaRouta,"32,786",9,42.80,766,
247,5,Parawanipur,"37,795",9,29.25,1292,
248,6,Prasouni,"33,485",7,26.35,1271,
249,7,Pheta,"30,786",8,26.10,1180,
250,8,Bara Gadhi,"27,191",6,39.29,692,
251,9,Subarna,"29,602",8,36.84,804,
,,Total of District,"689,449",166,"1,271.29",,

,,,,,,,Page 9 of 26
Dist. Code Name of District,,,Province:,2,,,
,34,Parsa,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
252,1,Birgunj Sub-Metropolitan,"204,816",27,75.24,2722,
253,2,Pokhariya Municipality,"55,338",11,56.81,974,
,,Gaun Palika (Rural Municipal):,,,,,
254,3,Subarnapur,"30,836",7,145.26,212,
255,4,Jagarnathapur,"31,591",6,45.29,698,
256,5,Dhobini,"19,911",5,24.41,816,
257,6,Chhipahar Mai,"26,671",5,24.90,1071,
258,7,Pakaha Mainpur,"20,717",5,21.26,974,
259,8,Bindabasini,"24,468",5,26.04,940,
260,9,Bahudar Mai,"39,673",8,31.55,1257,
261,10,Belawa,"36,106",7,56.85,635,
262,11,Parsa Gadhi,"38,067",6,99.69,382,
263,12,Sakhuwa Prasouni,"32,448",6,74.27,437,
264,13,Paterwa Sugauli,"36,226",7,103.11,351,
,,Total of District,"596,868",105,784.68,,
,127,Total of Province 2,"5,373,090","1,205","8,893.68",,
Dist. Code Name of District,,,Province:,3,,,
,20,Sindhuli,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
265,1,Kamalamai Municipality,"65,064",14,482.57,135,
266,2,Dudhauli Municipality,"65,302",14,390.39,167,
,,Gaun Palika (Rural Municipal):,,,,,
267,3,Golanjor,"19,329",7,184.13,105,
268,4,Ghyanglekh,"13,661",5,166.77,82,
269,5,Teen Patan,"38,395",11,280.26,137,
270,6,Phikkal,"16,968",6,186.06,91,
271,7,Marin,"27,822",8,324.55,86,
272,8,Sunkoshi,"21,473",7,154.68,139,
273,9,Hariharpur Gadhi,"27,727",8,343.90,81,
,,Total of District,"295,741",80,"2,513.31",,
Dist. Code Name of District,,,Province:,3,,,
,21,Ramechhap,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
274,1,Manthali Municipality,"45,416",14,211.78,214,
275,2,Ramechhap Municipality,"28,612",9,202.45,141,
,,Gaun Palika (Rural Municipal):,,,,,
276,3,Umakunda,"17,601",7,451.99,39,
277,4,KhandaDevi,"25,761",9,150.70,171,
278,5,Gokul Ganga,"20,058",6,198.40,101,
279,6,Doramba,"22,738",7,140.88,161,
280,7,Likhu,"23,109",7,124.51,186,
281,8,Sunapati,"18,141",5,86.98,209,
,,Total of District,"201,436",64,"1,567.69",,

,,,,,,,Page 10 of 26
Dist. Code Name of District,,,Province:,3,,,
,22,Dolakha,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
282,1,Jiri Municipality,"15,515",9,211.27,73,
283,2,Bhimeshwor Muncipality,"32,480",9,132.50,245,
,,Gaun Palika (Rural Municipal):,,,,,
284,3,Kalinchok,"22,954",9,132.49,173,
285,4,Gauri Shankar,"17,062",9,681.39,25,
286,5,Tamakoshi,"18,849",7,153.06,123,
287,6,Melung,"20,210",7,86.54,234,
288,7,Bigu,"18,449",8,663.20,28,
289,8,Baiteshwor,"19,876",8,80.41,247,
290,9,Shailung,"20,098",8,128.67,156,
,,Total of District,"185,493",74,"2,269.53",,
Dist. Code Name of District,,,Province:,3,,,
,23,Sindhupalchowk,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
291,1,"Chautara Sangachokgadhi
Municipality","46,501",14,165.25,281,
292,2,Barhabise Municipality,"26,700",9,96.73,276,
293,3,Melamchi Municipality,"45,343",13,158.17,287,
,,Gaun Palika (Rural Municipal):,,,,,
294,4,Indrawati,"28,517",12,105.09,271,
295,5,Jugal,"19,231",7,273.62,70,
296,6,PanchaPokhari,"20,860",8,187.29,111,
297,7,Balephi,"18,909",8,61.60,307,
298,8,Bhotekoshi,"17,156",5,278.31,62,
299,9,Lishankhu Pakhar,"15,155",7,98.61,154,
300,10,Sunkoshi,"16,713",7,72.84,229,
301,11,Helambu,"17,671",7,287.26,62,
302,12,TripuraSundari,"15,062",6,94.28,160,
,,Total of District,"287,818",103,"1,879.05",Vast difference verification?,
Dist. Code Name of District,,,Province:,3,,,
,24,Kavrepalanchok,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
303,1,Dhulikhel Municipality,"32,162",12,55.00,585,
304,2,Banepa Municipality,"55,628",14,56.00,993,
305,3,Panauti Municipality,"46,595",12,118.00,395,
306,4,Panchkhal Municipality,"37,997",13,103.00,369,
307,5,Namobuddha Municipality,"29,519",11,102.00,289,
308,6,Mandan Deupur,"32,659",12,89.00,367,
,,Gaun Palika (Rural Municipal):,,,,,
309,7,Khanikhola,"14,398",7,132.00,109,
310,8,Chaunri Deurali,"20,829",9,98.00,213,
311,9,Temal,"22,712",9,89.00,255,
312,10,Bethanchok,"16,777",6,101.00,166,
313,11,Bhumlu,"18,916",10,91.00,208,
314,12,Mahabharat,"18,283",8,186.00,98,
315,13,Roshi,"28,746",12,176.00,163,
,,Total of District,"375,221",135,"1,396.00",,

Page 11 of 26,,,,,,,
Dist. Code Name of District,,,Province:,3,,,
,25,Lalitpur,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
316,1,Lalitpur Metropolitan,"284,922",29,36.12,7888,
317,2,Godawari Municipality,"78,301",14,96.11,815,
318,3,MahaLaxmi Municipality,"62,172",10,26.53,2343,
,,Gaun Palika (Rural Municipal):,,,,,
319,4,Konjyosom,"9,709",5,44.16,220,
320,5,Bagmati,"13,049",7,111.49,117,
321,6,Mahankal,"9,453",6,82.44,115,
,,Total of District,"457,606",71,396.85,,
"Dist. Code Name of District
26 Bhaktapur",,,Province:,3,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
322,1,Changunarayan Municipality,"55,430",9,62.98,880,
323,2,Bhaktapur Municipality,"81,728",10,6.89,11862,
324,3,Madhyapur Municipality,"83,036",9,11.47,7239,
325,4,Surya Binayak Municipality,"78,490",10,42.45,1849,
,,Total of District,"298,684",38,123.79,,
"Dist. Code Name of District
27 Kathmandu",,,Province:,3,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
326,1,Kathmandu Metropolitan,"975,453",32,49.45,19726,
327,2,Kageswori-Manohara Municipality,"60,237",12,27.38,2200,
328,3,Kirtipur Municipality,"65,602",10,14.76,4445,
329,4,Gokarneshwor Municipality,"107,351",9,58.50,1835,
330,5,Chandragiri Municipality,"85,198",15,43.92,1940,
331,6,Tokha Municipality,"99,032",11,17.11,5788,
332,7,Tarkeshwor Municiplaity,"81,443",11,54.95,1482,
333,8,Daxinkali Municipality,"24,296",9,42.68,569,
334,9,Nagarjun Municipality,"67,420",10,29.85,2259,
335,10,Budhanialkantha Municipality,"107,918",13,34.80,3101,
336,11,Sankharapur Municipality,"25,338",9,60.21,421,
,,Total of District,"1,699,288",141,433.61,,
"Dist. Code Name of District
28 Nuwakot",,,Province:,3,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
337,1,Bidur Municipality,"54,351",13,130.01,418,
338,2,Belkot Gadhi Municipality,"39,888",13,155.60,256,
,,Gaun Palika (Rural Municipal):,,,,,
339,3,Kakani,"27,073",8,87.97,308,
340,4,Kispang,"14,861",5,82.57,180,
341,5,Tadi,"17,932",6,69.80,257,
342,6,Tarkeshwor,"15,719",6,72.62,216,
343,7,Dupcheshwor,"22,106",7,131.62,168,
344,8,PanchaKanya,"15,945",5,53.47,298,
345,9,Likhu,"16,852",6,47.88,352,
346,10,Meghang,"13,479",6,97.83,138,
347,11,Shivpuri,"20,769",8,101.50,205,
348,12,Surya Gadhi,"16,800",5,49.09,342,
,,Total of District,"275,775",88,"1,079.96",,

,,,,,,,Page 12 of 26
Dist. Code Name of District,,,Province:,3,,,
,29,Rasuwa,,,,,
,SN,Municipality/ VC,Population,"No. of
Wards",Area (Km2),"Population
Density/Km2",Remarks
,,Gaun Palika (Rural Municipal):,,,,,
349,1,Uttar Gaya,"8,255",5,104.51,79,
350,2,Kalika,"9,421",5,192.54,49,
